Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
34,0,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,1,Research Scientist,4,Married,2932,3,6,3,3,5
33,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,3,Sales Executive,1,Single,8564,4,11,2,2,0
31,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,3,Sales Executive,3,Married,8161,3,10,2,3,1
29,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,1,Research Scientist,1,Divorced,2109,3,1,2,3,1
30,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,2,Healthcare Representative,3,Married,5294,3,10,3,3,7
38,0,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,2,Healthcare Representative,4,Married,5811,3,15,2,3,1
43,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,1,Research Scientist,3,Married,2437,3,6,4,3,1
55,0,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,5,Research Director,1,Married,19038,3,34,2,3,1
21,1,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,1,Sales Representative,2,Single,2679,3,1,3,3,1
22,1,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,1,Laboratory Technician,1,Married,2398,3,1,6,3,1
37,0,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,2,Human Resources,2,Divorced,4071,3,19,4,2,10
42,0,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,2,Healthcare Representative,1,Married,5538,3,10,2,2,0
18,0,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,1,Research Scientist,3,Single,1514,3,0,4,1,0
31,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,4,Male,1,Human Resources,1,Married,2956,3,2,4,3,1
36,0,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,2,Research Scientist,2,Married,6962,4,15,2,3,1
32,0,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,2,Sales Executive,4,Single,4648,3,4,2,4,0
29,0,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,2,Healthcare Representative,3,Divorced,6384,3,11,3,3,7
42,0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,Male,1,Laboratory Technician,3,Single,3968,3,8,3,3,0
29,0,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,4,Male,1,Human Resources,2,Married,2804,3,1,3,3,1
29,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,1,Research Scientist,4,Single,2439,4,1,3,2,1
28,0,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,1,Sales Representative,2,Married,2856,3,1,3,3,1
30,1,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,1,Sales Representative,4,Single,1081,3,1,3,2,1
22,1,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,1878,4,Male,1,Research Scientist,2,Single,2472,4,1,2,3,1
26,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,1,Research Scientist,3,Married,2933,3,1,3,2,1
44,0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,2,Healthcare Representative,1,Married,5033,3,10,5,3,2
29,1,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,1,Sales Representative,1,Single,1091,3,1,3,3,1
28,1,Travel_Rarely,1475,Sales,13,2,Marketing,1,1933,4,Female,2,Sales Executive,3,Single,9854,3,6,0,3,2
56,0,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,4,Female,2,Sales Executive,1,Married,5380,3,6,3,3,0
39,0,Travel_Rarely,867,Research & Development,9,2,Medical,1,1936,1,Male,2,Manufacturing Director,1,Married,5151,4,10,3,3,10
58,0,Travel_Rarely,605,Sales,21,3,Life Sciences,1,1938,4,Female,4,Manager,4,Married,17875,3,29,2,2,1
42,0,Travel_Rarely,419,Sales,12,4,Marketing,1,1943,2,Male,2,Sales Executive,4,Divorced,5087,3,14,4,3,0
27,1,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,1,Human Resources,2,Married,2863,3,1,2,3,1
38,0,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,1,Male,1,Sales Representative,1,Single,2858,3,20,3,2,1
32,0,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,4,Male,2,Manufacturing Director,4,Single,9679,4,8,1,3,1
31,0,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,4,Female,1,Laboratory Technician,4,Divorced,1129,3,1,4,3,1
25,0,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,3,Female,1,Human Resources,2,Married,2187,3,6,3,3,2
40,0,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,2012,1,Male,1,Laboratory Technician,4,Married,2406,3,8,3,2,1
39,0,Non-Travel,105,Research & Development,9,3,Life Sciences,1,2022,4,Male,5,Manager,4,Single,19431,3,21,3,2,6
23,1,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,4,Male,1,Sales Representative,1,Married,1790,3,1,3,2,1
35,0,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,3,Human Resources,4,Single,8837,3,9,2,3,9
